codelist_name,urn,notation,label,description
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KN1,N/A,N/A,Statistical Office (St. Kitts and Nevis)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KN2,N/A,N/A,Eastern Caribbean Central Bank (ECCB) (St. Kitts and Nevis)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KN4,N/A,N/A,Ministry of Finance (St. Kitts and Nevis)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KR1,N/A,N/A,Korea National Statistical Office (KNSO)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KR2,N/A,N/A,The Bank of Korea
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KR3,N/A,N/A,"Economic Planning Board (Korea, Republic of)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KR4,N/A,N/A,"Ministry of Finance and Economy (Korea, Republic of)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KW1,N/A,N/A,Statistics and Information Technology Sector (Kuwait)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KW2,N/A,N/A,Central Bank of Kuwait
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KW4,N/A,N/A,Ministry of Finance (Kuwait)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KW99,N/A,N/A,Other competent National Authority (Kuwait)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KY1,N/A,N/A,Department of Finance & Development / Statistical Office (Cayman Islands)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KY2,N/A,N/A,Cayman Islands Monetary Authority
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KY99,N/A,N/A,Other competent National Authority (Cayman Islands)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KZ1,N/A,N/A,National Statistical Agency of the Republic of Kazakhstan
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KZ2,N/A,N/A,National Bank of the Republic of Kazakhstan
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KZ4,N/A,N/A,Ministry of Finance (Kazakhstan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KZ99,N/A,N/A,Other competent National Authority (Kazakhstan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LA2,N/A,N/A,Bank of the Lao P.D.R.
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LA4,N/A,N/A,Ministry of Finance (Lao People's Democratic Republic)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LB1,N/A,N/A,Central Administration of Statistics (Lebanon)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LB2,N/A,N/A,Banque du Liban (Lebanon)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LB4,N/A,N/A,Ministere des finances (Lebanon)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LB99,N/A,N/A,Other competent National Authority (Lebanon)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LC1,N/A,N/A,Statistical Office (St. Lucia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LC2,N/A,N/A,Eastern Caribbean Central Bank (ECCB) (St. Lucia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LC4,N/A,N/A,"Ministry of Finance, International Financial Services and Economic Affairs (St. Lucia)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LI1,N/A,N/A,Amt fur Volkswirtschaft
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LI99,N/A,N/A,Other competent National Authority (Liechtenstein)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LK2,N/A,N/A,Central Bank of Sri Lanka
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LR1,N/A,N/A,Ministry of Planning and Economic Affairs (Liberia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LR2,N/A,N/A,Central Bank of Liberia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LR4,N/A,N/A,Ministry of Finance (Liberia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LR99,N/A,N/A,Other competent National Authority (Liberia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LS1,N/A,N/A,Bureau of Statistics (Lesotho)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LS2,N/A,N/A,Central Bank of Lesotho
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LS4,N/A,N/A,Ministry of Finance (Lesotho)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LT1,N/A,N/A,"Lithuania, Department of Statistics"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LT2,N/A,N/A,Bank of Lithuania
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LT4,N/A,N/A,Ministry of Finance (Lithuania)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LT99,N/A,N/A,Other competent National Authority (Lithuania)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LU1,N/A,N/A,STATEC - Service central de la statistique et des études économiques du Luxembourg
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LU2,N/A,N/A,Central Bank of Luxembourg
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LU6,N/A,N/A,CSSF (Luxembourg Financial Sector Surveillance Commission)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LU99,N/A,N/A,Other competent National Authority (Luxembourg)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LV1,N/A,N/A,Central Statistical Bureau of Latvia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LV2,N/A,N/A,Bank of Latvia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LV3,N/A,N/A,The Treasury of the Republic of Latvia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LV6,N/A,N/A,FCMC (Latvia Financial and Capital Market Commission)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LV99,N/A,N/A,Other competent National Authority (Latvia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LY1,N/A,N/A,Census and Statistics Directorate (Libya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LY2,N/A,N/A,Central Bank of Libya
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LY3,N/A,N/A,General People's Secretariat  of the Treasury (Libya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LY4,N/A,N/A,General Directorate for Economic and Social Planning (Libya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LY5,N/A,N/A,The National Corporation for Information and Documentation (Libya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).LY99,N/A,N/A,Other competent National Authority (Libya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MA1,N/A,N/A,Ministere de la Prevision Economique et du Plan (Morocco)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MA2,N/A,N/A,Bank Al-Maghrib (Morocco)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MA4,N/A,N/A,"Ministère de l'Economie, des Finances, de la Privatisation et du Tourisme (Morocco)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MA5,N/A,N/A,Office des Changes (Morocco)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MA99,N/A,N/A,Other competent National Authority (Morocco)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MC1,N/A,N/A,Statistical Office (Monaco)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MC2,N/A,N/A,Monaco National Central Bank
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MC99,N/A,N/A,Other competent National Authority (Monaco)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MD1,N/A,N/A,National Bureau for Statistics (Moldova)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MD2,N/A,N/A,National Bank of Moldova
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MD4,N/A,N/A,Ministry of Finance (Moldova)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MD99,N/A,N/A,Other competent National Authority (Moldova)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ME1,N/A,N/A,Statistical Office (Montenegro)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ME2,N/A,N/A,Central Bank of Montenegro
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MG1,N/A,N/A,INSTAT/Exchanges Commerciaux et des Services (Madagascar)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MG2,N/A,N/A,Banque Centrale de Madagascar
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MG4,N/A,N/A,Ministère des finances de l'Economie (Madagascar)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MG99,N/A,N/A,Other competent National Authority (Madagascar)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MH4,N/A,N/A,"Ministry of Finance (Marshall Islands, Rep)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MK1,N/A,N/A,State Statistical Office (Macedonia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MK2,N/A,N/A,National Bank of the Republic of Macedonia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MK4,N/A,N/A,Ministry of Finance (Macedonia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MK99,N/A,N/A,"Other competent National Authority (Macedonia, FYR)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ML1,N/A,N/A,Direction Nationale de la Statistique et de  l’Informatique (DNSI) (Mali)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ML2,N/A,N/A,Banque Centrale des États de l’Afrique de l’Ouest (BCEAO) (Mali)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ML4,N/A,N/A,Ministère des Finances et du Commerce (Mali)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ML99,N/A,N/A,Other competent National Authority (Mali)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MM1,N/A,N/A,Central Statistical Organization (Myanmar)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MM2,N/A,N/A,Central Bank of Myanmar
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MM4,N/A,N/A,Ministry of  Finance and Revenue (Myanmar)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MM99,N/A,N/A,Other competent National Authority (Myanmar)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MN1,N/A,N/A,National Statistical Office (Mongolia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MN2,N/A,N/A,Bank of Mongolia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MN4,N/A,N/A,Ministry of Finance and Economy (Mongolia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MN99,N/A,N/A,Other competent National Authority (Mongolia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MO1,N/A,N/A,"Statistics and Census Department (China,P.R.:Macao)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MO2,N/A,N/A,"Monetary Authority of Macau (China,P.R.:Macao)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MO3,N/A,N/A,Revenue Bureau of Macao
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MO4,N/A,N/A,"Departamento de Estudos e Planeamento Financeiro (China,P.R.:Macao)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MO99,N/A,N/A,"Other competent National Authority (China,P.R.:Macao)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MQ1,N/A,N/A,Department of Statistics (Martinique)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MQ99,N/A,N/A,Other competent National Authority (Martinique)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MR1,N/A,N/A,Department of Statistics and Economic Studies (Mauritania)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MR2,N/A,N/A,Banque Centrale de Mauritanie
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MR3,N/A,N/A,Ministere du Plan (Mauritania)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MR4,N/A,N/A,Ministère des Finances (Mauritania)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT1,N/A,N/A,National Statistics Office (Malta)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT2,N/A,N/A,Central Bank of Malta
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT4,N/A,N/A,Ministry of Finance (Malta)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT6,N/A,N/A,MFSA (Malta Financial Services Authority)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT97,N/A,N/A,Malta Maritime Authority
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT98,N/A,N/A,Malta International Airport
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MT99,N/A,N/A,Other competent National Authority (Malta)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MU1,N/A,N/A,Central Statistical Office (Mauritius)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MU2,N/A,N/A,Bank of Mauritius
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MU99,N/A,N/A,Other competent National Authority (Mauritius)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MV2,N/A,N/A,Maldives Monetary Authority (Maldives)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MV3,N/A,N/A,Ministry of Planning and Development (Maldives)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MV4,N/A,N/A,Ministry of Finance and Treasury (Maldives)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MW1,N/A,N/A,National Statistical Office (Malawi)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MW2,N/A,N/A,Reserve Bank of Malawi
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MW4,N/A,N/A,Ministry of Finance (Malawi)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MW99,N/A,N/A,Other competent National Authority (Malawi)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MX1,N/A,N/A,Instituto Nacional de Estadística Geografia e Informatica (INEGI) (Mexico)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MX2,N/A,N/A,Banco de Mexico
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MX4,N/A,N/A,Secretaria de Hacienda y Crédito Público (Mexico)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MX99,N/A,N/A,Other competent National Authority (Mexico)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MY1,N/A,N/A,Department of Statistics Malaysia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MY2,N/A,N/A,Bank Negara Malaysia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MY99,N/A,N/A,Other competent National Authority (Malaysia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MZ1,N/A,N/A,Direcção Nacional de Estatística (Mozambique)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MZ2,N/A,N/A,Banco de Moçambique
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MZ4,N/A,N/A,Ministry of Planning and Finance (Mozambique)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).MZ99,N/A,N/A,Other competent National Authority (Mozambique)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).NA1,N/A,N/A,Central Bureau of Statistics (Namibia)
