codelist_name,urn,notation,label,description
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F6,N/A,N/A,Sub-Saharan Africa
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F69,N/A,N/A,Sub-Saharan Africa not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F7,N/A,N/A,Southern Africa deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F79,N/A,N/A,Southern Africa not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F8,N/A,N/A,Western Africa deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F89,N/A,N/A,Western Africa not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F97,N/A,N/A,Middle East
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F979,N/A,N/A,Middle East not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F98,N/A,N/A,Middle East and North Africa (MENA)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).F99,N/A,N/A,Africa and Middle East countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FI,N/A,N/A,Finland
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FJ,N/A,N/A,Fiji
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FK,N/A,N/A,Falkland Islands (Malvinas)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FM,N/A,N/A,"Micronesia, Federated States of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FO,N/A,N/A,Faroe Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FR,N/A,N/A,France
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FR1,N/A,N/A,French West Indies
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FR19,N/A,N/A,French West Indies not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).FR2,N/A,N/A,Wallis
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).G0,N/A,N/A,European Economic Area
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).G1,N/A,N/A,Extra EEA
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).G2,N/A,N/A,EEA except the euro area and reference area
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).G3,N/A,N/A,Other EEA countries (all countries excluding the reference area)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).G4,N/A,N/A,Other European countries (not EU )
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).G9,N/A,N/A,Other European countries (not EU nor EFTA)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GA,N/A,N/A,Gabon
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GB,N/A,N/A,United Kingdom
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GB1,N/A,N/A,"UK including Guernsey, Isle of Man, Jersey"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GB2,N/A,N/A,West Indies UK
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GB3,N/A,N/A,British Overseas Territories
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GD,N/A,N/A,Grenada
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GE,N/A,N/A,Georgia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GF,N/A,N/A,French Guiana
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GG,N/A,N/A,Guernsey
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GH,N/A,N/A,Ghana
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GI,N/A,N/A,Gibraltar
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GL,N/A,N/A,Greenland
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GM,N/A,N/A,Gambia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GN,N/A,N/A,Guinea
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GP,N/A,N/A,Guadeloupe
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GQ,N/A,N/A,Equatorial Guinea
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GR,N/A,N/A,Greece
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GS,N/A,N/A,South Georgia and the South Sandwich Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GT,N/A,N/A,Guatemala
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GU,N/A,N/A,Guam
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GW,N/A,N/A,Guinea-Bissau
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).GY,N/A,N/A,Guyana
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).HK,N/A,N/A,"Hong Kong, China"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).HM,N/A,N/A,Heard Island and McDonald Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).HN,N/A,N/A,Honduras
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).HR,N/A,N/A,Croatia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).HT,N/A,N/A,Haiti
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).HU,N/A,N/A,Hungary
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I1,N/A,N/A,Euro area 11 (fixed composition) as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I19,N/A,N/A,Euro area 11 (fixed composition) not allocated as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I2,N/A,N/A,Euro area 12 (fixed composition) as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I29,N/A,N/A,Euro area 12 (fixed composition) not allocated as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I3,N/A,N/A,Euro area 13 (fixed composition) as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I39,N/A,N/A,Euro area 13 (fixed composition) not allocated as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I4,N/A,N/A,Euro area 15 (fixed composition) as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I49,N/A,N/A,Euro area 15 (fixed composition) not allocated as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I5,N/A,N/A,Euro area 16 (fixed composition) as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I59,N/A,N/A,Euro area 16 (fixed composition) not allocated as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I6,N/A,N/A,Euro area 17 (fixed composition) as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I69,N/A,N/A,Euro area 17 (fixed composition) not allocated as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I7,N/A,N/A,Euro area 18 (fixed composition) as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I79,N/A,N/A,Euro area 18 (fixed composition) not allocated as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I8,N/A,N/A,Euro area 19 (fixed composition) as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).I89,N/A,N/A,Euro area 19 (fixed composition) not allocated as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).ID,N/A,N/A,Indonesia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IE,N/A,N/A,Ireland
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IL,N/A,N/A,Israel
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IM,N/A,N/A,Isle of Man
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IN,N/A,N/A,India
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IO,N/A,N/A,British Indian Ocean territory
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IQ,N/A,N/A,Iraq
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IR,N/A,N/A,"Iran, Islamic Republic of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IS,N/A,N/A,Iceland
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).IT,N/A,N/A,Italy
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J1,N/A,N/A,Extra-Euro area 11 (fixed composition) as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J19,N/A,N/A,Extra-Euro area 11 (fixed composition) not allocated as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J2,N/A,N/A,Extra-Euro area 12 (fixed composition) as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J29,N/A,N/A,Extra-Euro area 12 (fixed composition) not allocated as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J3,N/A,N/A,Extra-Euro area 13 (fixed composition) as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J39,N/A,N/A,Extra-Euro area 13 (fixed composition) not allocated) as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J4,N/A,N/A,Extra-Euro area 15 (fixed composition) as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J49,N/A,N/A,Extra-Euro area 15 (fixed composition) not allocated as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J5,N/A,N/A,Extra-Euro area 16 (fixed composition) as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J59,N/A,N/A,Extra-Euro area 16 (fixed composition) not allocated as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J6,N/A,N/A,Extra-Euro area 17 (fixed composition) as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J69,N/A,N/A,Extra-Euro area 17 (fixed composition) not allocated as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J7,N/A,N/A,Extra-Euro area 18 (fixed composition) as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J79,N/A,N/A,Extra-Euro area 18 (fixed composition) not allocated as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J8,N/A,N/A,Extra-Euro area 19 (fixed composition) as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).J89,N/A,N/A,Extra-Euro area 19 (fixed composition) not allocated as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).JE,N/A,N/A,Jersey
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).JM,N/A,N/A,Jamaica
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).JO,N/A,N/A,Jordan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).JP,N/A,N/A,Japan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K1,N/A,N/A,EU member states not belonging to Euro area 11 (fixed composition) as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K2,N/A,N/A,EU member states not belonging to Euro area 12 (fixed composition) as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K3,N/A,N/A,EU member states not belonging to Euro area 13 (fixed composition) as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K4,N/A,N/A,EU member states not belonging to Euro area 15 (fixed composition) as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K5,N/A,N/A,EU member states not belonging to Euro area 16 (fixed composition) as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K6,N/A,N/A,EU27 member states not belonging to Euro area 17 (fixed composition) as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K7,N/A,N/A,EU28 member states not belonging to Euro area 17 (fixed composition) as of 1 July 2013
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K8,N/A,N/A,EU28 member states not belonging to Euro area 18 (fixed composition) as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K8A,N/A,N/A,"Other EU countries, i.e. EU28 member states not belonging to Euro area 18 (fixed composition) - United Kingdom - EU institutions ) as of 1 January 2014"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K9,N/A,N/A,EU28 member states not belonging to Euro area 19 (fixed composition) as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).K9A,N/A,N/A,EU28 member states not belonging to Euro area 19 (fixed composition) - United Kingdom - EU institutions as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KE,N/A,N/A,Kenya
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KG,N/A,N/A,Kyrgyzstan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KH,N/A,N/A,Cambodia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KI,N/A,N/A,Kiribati
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KM,N/A,N/A,Comoros
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KN,N/A,N/A,Saint Kitts and Nevis
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KP,N/A,N/A,"Korea, Democratic People`s Republic of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KR,N/A,N/A,"Korea, Republic of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KW,N/A,N/A,Kuwait
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KY,N/A,N/A,Cayman Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).KZ,N/A,N/A,Kazakhstan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L1,N/A,N/A,Other Euro area 11 member states (fixed composition - all countries except the reference area) as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L2,N/A,N/A,Other Euro area 12 member states (fixed composition - all countries except the reference area) as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L3,N/A,N/A,Other Euro area 13 member states (fixed composition - all countries except the reference area) as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L4,N/A,N/A,Other Euro area 15 member states (fixed composition - all countries except the reference area) as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L5,N/A,N/A,Other Euro area 16 member states (fixed composition - all countries except the reference area) as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L6,N/A,N/A,Other Euro area 17 member states (fixed composition - all countries except the reference area) as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L7,N/A,N/A,Other Euro area 18 member states (fixed composition - all countries except the reference area) as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).L8,N/A,N/A,Other Euro area 19 member states (fixed composition - all countries except the reference area) as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LA,N/A,N/A,Lao People`s Democratic Republic
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LB,N/A,N/A,Lebanon
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LC,N/A,N/A,Saint Lucia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LI,N/A,N/A,Liechtenstein
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LK,N/A,N/A,Sri Lanka
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LR,N/A,N/A,Liberia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LS,N/A,N/A,Lesotho
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LT,N/A,N/A,Lithuania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LU,N/A,N/A,Luxembourg
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LV,N/A,N/A,Latvia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).LY,N/A,N/A,Libya
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M1,N/A,N/A,All areas other than Euro area 11 (fixed composition) and reference/home area as of 1 January 1999
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M2,N/A,N/A,All areas other than Euro area 12 (fixed composition) and reference/home area as of 1 January 2001
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M3,N/A,N/A,All areas other than Euro area 13 (fixed composition) and reference/home area as of 1 January 2007
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M4,N/A,N/A,All areas other than Euro area 15 (fixed composition) and reference/home area as of 1 January 2008
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M5,N/A,N/A,All areas other than Euro area 16 (fixed composition) and reference/home area as of 1 January 2009
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M6,N/A,N/A,All areas other than Euro area 17 (fixed composition) and reference/home area as of 1 January 2011
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M7,N/A,N/A,All areas other than Euro area 18 (fixed composition) and reference/home area as of 1 January 2014
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).M8,N/A,N/A,All areas other than Euro area 19 (fixed composition) and reference/home area as of 1 January 2015
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MA,N/A,N/A,Morocco
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MC,N/A,N/A,Monaco
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MD,N/A,N/A,"Moldova, Republic of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).ME,N/A,N/A,Montenegro
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MF,N/A,N/A,Saint Martin (French part)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MG,N/A,N/A,Madagascar
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MH,N/A,N/A,Marshall islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MK,N/A,N/A,"Macedonia, The Former Yugoslav Republic of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).ML,N/A,N/A,Mali
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MM,N/A,N/A,Myanmar
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MN,N/A,N/A,Mongolia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MO,N/A,N/A,Macao
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MP,N/A,N/A,Northern Mariana Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MQ,N/A,N/A,Martinique
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MR,N/A,N/A,Mauritania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MS,N/A,N/A,Montserrat
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MT,N/A,N/A,Malta
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MU,N/A,N/A,Mauritius
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MV,N/A,N/A,Maldives
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MW,N/A,N/A,Malawi
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MX,N/A,N/A,Mexico
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MY,N/A,N/A,Malaysia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MY1,N/A,N/A,Sabah
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MY2,N/A,N/A,Sarawak
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).MZ,N/A,N/A,Mozambique
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).N1,N/A,N/A,CEMAC (Communauté Économique et Monétaire de l’Afrique Centrale)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).N2,N/A,N/A,ECCU (Eastern Caribbean Currency Union)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NA,N/A,N/A,Namibia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NC,N/A,N/A,New Caledonia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NE,N/A,N/A,Niger
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NF,N/A,N/A,Norfolk Island
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NG,N/A,N/A,Nigeria
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NI,N/A,N/A,Nicaragua
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NL,N/A,N/A,Netherlands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NO,N/A,N/A,Norway
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NP,N/A,N/A,Nepal
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NR,N/A,N/A,Nauru
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NU,N/A,N/A,Niue
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).NZ,N/A,N/A,New Zealand
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O1,N/A,N/A,"Australia, Oceania and polar regions"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O19,N/A,N/A,"Australia, Oceania and polar regions not allocated"
